Time (s);Linear Acceleration x (m/s^2);Linear Acceleration y (m/s^2);Linear Acceleration z (m/s^2);Absolute acceleration (m/s^2);tipo
0.076872;-0.299350;0.616000;0.595000;0.907000;CAMINAR
0.081683;-0.311240;0.570000;0.659000;0.925000;CAMINAR
0.086494;-0.246920;0.540000;0.676000;0.900000;CAMINAR
0.091305;-0.222700;0.531000;0.667000;0.881000;CAMINAR
0.096116;-0.152720;0.473000;0.674000;0.837000;CAMINAR
0.100927;-0.112470;0.459000;0.676000;0.825000;CAMINAR
0.105738;-0.044510;0.396000;0.669000;0.779000;CAMINAR
0.110549;-0.036100;0.347000;0.670000;0.755000;CAMINAR
0.115360;0.007960;0.311000;0.609000;0.684000;CAMINAR
0.120171;0.015550;0.271000;0.605000;0.663000;CAMINAR
0.124982;0.028500;0.209000;0.618000;0.653000;CAMINAR
0.129793;0.078900;0.167000;0.625000;0.652000;CAMINAR
0.134604;0.105810;0.099600;0.656000;0.672000;CAMINAR
0.139415;0.142350;0.052600;0.656000;0.673000;CAMINAR
0.144226;0.125810;-0.007970;0.644000;0.657000;CAMINAR
0.149037;0.162710;-0.060100;0.601000;0.625000;CAMINAR
0.153848;0.180390;-0.113000;0.525000;0.567000;CAMINAR
0.158659;0.240560;-0.143000;0.487000;0.562000;CAMINAR
0.163470;0.226190;-0.218000;0.455000;0.553000;CAMINAR
0.168281;0.241530;-0.256000;0.349000;0.496000;CAMINAR
0.173092;0.276460;-0.267000;0.227000;0.446000;CAMINAR
0.177903;0.307220;-0.263000;0.145000;0.429000;CAMINAR
0.182714;0.328790;-0.264000;0.044500;0.424000;CAMINAR
0.187525;0.331490;-0.255000;-0.043400;0.420000;CAMINAR
0.192336;0.314970;-0.239000;-0.117000;0.412000;CAMINAR
0.197147;0.299730;-0.250000;-0.217000;0.446000;CAMINAR
0.201958;0.262290;-0.282000;-0.303000;0.490000;CAMINAR
0.206769;0.245070;-0.274000;-0.446000;0.578000;CAMINAR
0.211580;0.215990;-0.276000;-0.568000;0.667000;CAMINAR
0.216391;0.196230;-0.277000;-0.659000;0.741000;CAMINAR
0.221202;0.197390;-0.294000;-0.734000;0.815000;CAMINAR
0.226013;0.200360;-0.316000;-0.816000;0.897000;CAMINAR
0.230824;0.208570;-0.300000;-0.864000;0.938000;CAMINAR
0.235635;0.235990;-0.302000;-0.939000;1.010000;CAMINAR
0.240446;0.229570;-0.297000;-0.983000;1.050000;CAMINAR
0.245257;0.255570;-0.287000;-0.997000;1.070000;CAMINAR
0.250068;0.250070;-0.298000;-0.988000;1.060000;CAMINAR
0.254879;0.245450;-0.318000;-0.950000;1.030000;CAMINAR
0.259690;0.222900;-0.302000;-0.873000;0.950000;CAMINAR
0.264501;0.197920;-0.337000;-0.809000;0.898000;CAMINAR
0.269312;0.216020;-0.339000;-0.731000;0.835000;CAMINAR
0.274123;0.217610;-0.337000;-0.610000;0.730000;CAMINAR
0.278934;0.227490;-0.389000;-0.525000;0.692000;CAMINAR
0.283745;0.258450;-0.380000;-0.382000;0.597000;CAMINAR
0.288556;0.268930;-0.387000;-0.268000;0.542000;CAMINAR
0.293367;0.278090;-0.398000;-0.204000;0.527000;CAMINAR
0.298178;0.309450;-0.415000;-0.154000;0.540000;CAMINAR
0.302989;0.284980;-0.389000;-0.077500;0.489000;CAMINAR
0.307800;0.286940;-0.395000;-0.018400;0.489000;CAMINAR
0.312612;0.318600;-0.350000;0.014900;0.473000;CAMINAR
0.317423;0.301690;-0.358000;-0.030100;0.469000;CAMINAR
0.322234;0.285100;-0.349000;-0.068700;0.456000;CAMINAR
0.327045;0.240700;-0.354000;-0.069100;0.434000;CAMINAR
0.331856;0.221910;-0.368000;-0.030900;0.431000;CAMINAR
0.336667;0.196280;-0.343000;-0.073600;0.402000;CAMINAR
0.341478;0.247700;-0.287000;-0.055800;0.383000;CAMINAR
0.346289;0.221790;-0.232000;-0.017300;0.321000;CAMINAR
0.351100;0.272990;-0.189000;0.040500;0.334000;CAMINAR
0.355911;0.262100;-0.171000;0.058300;0.318000;CAMINAR
0.360722;0.286520;-0.159000;0.112000;0.346000;CAMINAR
0.365533;0.299730;-0.159000;0.172000;0.380000;CAMINAR
0.370344;0.335020;-0.149000;0.228000;0.432000;CAMINAR
0.375155;0.357900;-0.116000;0.314000;0.490000;CAMINAR
0.379966;0.400390;-0.110000;0.380000;0.563000;CAMINAR
0.384777;0.429200;-0.073100;0.455000;0.630000;CAMINAR
0.389588;0.437250;-0.059300;0.505000;0.670000;CAMINAR
0.394399;0.511110;-0.028200;0.549000;0.751000;CAMINAR
0.399210;0.544880;0.003160;0.556000;0.778000;CAMINAR
0.404021;0.547430;0.045400;0.563000;0.787000;CAMINAR
0.408832;0.532230;0.046300;0.565000;0.778000;CAMINAR
0.413643;0.519680;0.082000;0.542000;0.755000;CAMINAR
0.418454;0.519270;0.122000;0.475000;0.714000;CAMINAR
0.423265;0.529690;0.183000;0.390000;0.683000;CAMINAR
0.428076;0.511490;0.224000;0.257000;0.615000;CAMINAR
0.432887;0.552620;0.259000;0.129000;0.624000;CAMINAR
0.437698;0.577200;0.310000;0.100000;0.663000;CAMINAR
0.442509;0.510220;0.338000;0.116000;0.623000;CAMINAR
0.447320;0.466350;0.395000;0.057500;0.614000;CAMINAR
0.452131;0.415660;0.437000;-0.009630;0.604000;CAMINAR
0.456942;0.343540;0.511000;0.007910;0.615000;CAMINAR
0.461753;0.301810;0.530000;0.005060;0.610000;CAMINAR
0.466564;0.175380;0.541000;-0.048700;0.571000;CAMINAR
0.471375;0.108920;0.483000;0.084000;0.503000;CAMINAR
0.476186;0.127700;0.545000;0.295000;0.632000;CAMINAR
0.480997;0.165800;0.593000;0.336000;0.701000;CAMINAR
0.485808;0.265390;0.636000;0.274000;0.742000;CAMINAR
0.490619;0.329650;0.631000;0.252000;0.755000;CAMINAR
0.495430;0.341000;0.642000;0.248000;0.768000;CAMINAR
0.500241;0.266890;0.563000;0.256000;0.674000;CAMINAR
0.505052;0.210120;0.548000;0.280000;0.651000;CAMINAR
0.509863;0.180040;0.549000;0.288000;0.646000;CAMINAR
0.514674;0.236760;0.551000;0.280000;0.662000;CAMINAR
0.519485;0.240860;0.592000;0.306000;0.709000;CAMINAR
0.524296;0.271170;0.606000;0.308000;0.732000;CAMINAR
0.529107;0.289450;0.610000;0.314000;0.745000;CAMINAR
0.533918;0.314710;0.597000;0.323000;0.748000;CAMINAR
0.538729;0.323020;0.588000;0.279000;0.727000;CAMINAR
0.543540;0.263350;0.577000;0.205000;0.666000;CAMINAR
0.548351;0.243080;0.577000;0.122000;0.638000;CAMINAR
0.553162;0.219250;0.569000;0.032600;0.610000;CAMINAR
0.557973;0.212300;0.544000;-0.012400;0.584000;CAMINAR
0.562785;0.203270;0.586000;-0.098500;0.628000;CAMINAR
0.567596;0.224360;0.649000;-0.164000;0.706000;CAMINAR
0.572407;0.175260;0.650000;-0.227000;0.710000;CAMINAR
0.577218;0.112010;0.625000;-0.328000;0.715000;CAMINAR
0.582029;0.062200;0.645000;-0.318000;0.722000;CAMINAR
0.586840;0.077250;0.692000;-0.328000;0.770000;CAMINAR
0.591651;0.109160;0.724000;-0.343000;0.808000;CAMINAR
0.596462;0.128090;0.764000;-0.350000;0.850000;CAMINAR
0.601273;0.182670;0.775000;-0.403000;0.893000;CAMINAR
0.606084;0.173110;0.759000;-0.340000;0.849000;CAMINAR
0.610895;0.108340;0.705000;-0.302000;0.774000;CAMINAR
0.615706;0.067050;0.654000;-0.311000;0.727000;CAMINAR
0.620517;0.064340;0.637000;-0.290000;0.703000;CAMINAR
0.625328;0.039280;0.656000;-0.227000;0.695000;CAMINAR
0.630139;0.020410;0.650000;-0.199000;0.680000;CAMINAR
0.634950;0.001820;0.672000;-0.149000;0.689000;CAMINAR
0.639761;-0.006940;0.654000;-0.130000;0.667000;CAMINAR
0.644572;-0.043850;0.675000;-0.122000;0.688000;CAMINAR
0.649383;-0.024320;0.647000;-0.079200;0.653000;CAMINAR
0.654194;-0.049670;0.643000;-0.046900;0.647000;CAMINAR
0.659005;-0.060230;0.639000;-0.019500;0.642000;CAMINAR
0.663816;-0.099070;0.664000;-0.002990;0.672000;CAMINAR
0.668627;-0.115110;0.677000;0.001580;0.687000;CAMINAR
0.673438;-0.143180;0.677000;-0.021100;0.692000;CAMINAR
0.678249;-0.151040;0.648000;-0.003140;0.665000;CAMINAR
0.683060;-0.177900;0.639000;0.005240;0.663000;CAMINAR
0.687871;-0.176040;0.623000;0.004140;0.647000;CAMINAR
0.692682;-0.132580;0.582000;0.003110;0.597000;CAMINAR
0.697493;-0.091510;0.596000;0.004480;0.603000;CAMINAR
0.702304;-0.068190;0.574000;-0.010700;0.578000;CAMINAR
0.707115;-0.045870;0.568000;-0.012700;0.570000;CAMINAR
0.711926;-0.022160;0.593000;-0.018200;0.593000;CAMINAR
0.716737;-0.018450;0.589000;-0.033100;0.591000;CAMINAR
0.721548;-0.046600;0.596000;-0.037200;0.599000;CAMINAR
0.726359;-0.036450;0.604000;-0.067300;0.609000;CAMINAR
0.731170;-0.059570;0.614000;-0.047400;0.619000;CAMINAR
0.735981;-0.033900;0.633000;-0.029900;0.634000;CAMINAR
0.740792;-0.040550;0.619000;-0.032600;0.622000;CAMINAR
0.745603;-0.036510;0.637000;-0.053100;0.640000;CAMINAR
0.750414;-0.092870;0.673000;-0.049600;0.681000;CAMINAR
0.755225;-0.076280;0.668000;-0.034200;0.673000;CAMINAR
0.760036;-0.066800;0.677000;-0.044900;0.682000;CAMINAR
0.764847;-0.065410;0.704000;-0.037600;0.708000;CAMINAR
0.769658;-0.054240;0.727000;-0.030400;0.729000;CAMINAR
0.774469;-0.040500;0.773000;-0.025400;0.774000;CAMINAR
0.779280;-0.013750;0.765000;-0.027500;0.766000;CAMINAR
0.784091;-0.009690;0.798000;-0.067500;0.801000;CAMINAR
0.788903;-0.025720;0.779000;-0.038200;0.781000;CAMINAR
0.793713;-0.016400;0.794000;-0.035200;0.795000;CAMINAR
0.798525;-0.022480;0.796000;-0.022700;0.797000;CAMINAR
0.803336;-0.011870;0.830000;0.012400;0.830000;CAMINAR
0.808147;0.006890;0.828000;-0.029900;0.828000;CAMINAR
0.812958;-0.026960;0.867000;-0.046900;0.869000;CAMINAR
0.817769;-0.018160;0.874000;-0.064900;0.876000;CAMINAR
0.822580;-0.040640;0.865000;-0.076800;0.869000;CAMINAR
0.827391;-0.079820;0.885000;-0.136000;0.899000;CAMINAR
0.832202;-0.054720;0.822000;-0.131000;0.835000;CAMINAR
0.837013;-0.028500;0.828000;-0.150000;0.843000;CAMINAR
0.841824;0.031050;0.787000;-0.114000;0.796000;CAMINAR
0.846635;0.057410;0.748000;-0.126000;0.760000;CAMINAR
0.851446;0.120960;0.717000;-0.101000;0.734000;CAMINAR
0.856257;0.179840;0.733000;-0.103000;0.762000;CAMINAR
0.861068;0.234020;0.689000;-0.081800;0.732000;CAMINAR
0.865879;0.278610;0.690000;-0.046600;0.745000;CAMINAR
0.870690;0.315970;0.624000;0.002450;0.700000;CAMINAR
0.875501;0.337660;0.610000;0.045000;0.698000;CAMINAR
0.880312;0.378220;0.600000;0.110000;0.718000;CAMINAR
0.885123;0.369710;0.595000;0.227000;0.737000;CAMINAR
0.889934;0.368010;0.588000;0.227000;0.730000;CAMINAR
0.894745;0.337120;0.560000;0.197000;0.683000;CAMINAR
0.899556;0.271680;0.496000;0.180000;0.593000;CAMINAR
0.904367;0.206680;0.453000;0.204000;0.538000;CAMINAR
0.909178;0.160000;0.425000;0.245000;0.516000;CAMINAR
0.913989;0.043720;0.384000;0.286000;0.481000;CAMINAR
0.918800;-0.029690;0.382000;0.380000;0.539000;CAMINAR
0.923611;-0.034830;0.384000;0.449000;0.592000;CAMINAR
0.928422;0.014310;0.384000;0.447000;0.590000;CAMINAR
0.933233;0.036260;0.373000;0.491000;0.618000;CAMINAR
0.938044;0.047780;0.338000;0.547000;0.644000;CAMINAR
0.942855;0.084560;0.307000;0.629000;0.705000;CAMINAR
0.947666;0.132220;0.278000;0.763000;0.823000;CAMINAR
0.952477;0.172940;0.217000;0.924000;0.965000;CAMINAR
0.957288;0.245930;0.244000;1.050000;1.110000;CAMINAR
0.962099;0.230700;0.218000;1.140000;1.180000;CAMINAR
0.966910;0.158550;0.217000;1.180000;1.210000;CAMINAR
0.971721;0.054690;0.177000;1.250000;1.260000;CAMINAR
0.976532;-0.006480;0.145000;1.300000;1.310000;CAMINAR
0.981343;-0.025960;0.169000;1.380000;1.400000;CAMINAR
0.986154;-0.031900;0.135000;1.450000;1.460000;CAMINAR
0.990965;-0.028740;0.160000;1.480000;1.490000;CAMINAR
0.995776;-0.049920;0.190000;1.440000;1.460000;CAMINAR
1.000587;-0.036070;0.208000;1.310000;1.330000;CAMINAR
1.005398;-0.050110;0.204000;1.220000;1.240000;CAMINAR
1.010209;-0.067790;0.169000;1.220000;1.230000;CAMINAR
1.015021;-0.114930;0.103000;1.170000;1.180000;CAMINAR
1.019832;-0.079680;0.123000;1.090000;1.100000;CAMINAR
1.024643;-0.136310;0.177000;1.020000;1.050000;CAMINAR
1.029454;-0.129900;0.223000;1.010000;1.040000;CAMINAR
1.034265;-0.202310;0.209000;1.050000;1.090000;CAMINAR
1.039076;-0.319990;0.213000;1.030000;1.100000;CAMINAR
1.043887;-0.484850;0.145000;0.905000;1.040000;CAMINAR
1.048698;-0.634240;0.098100;0.814000;1.040000;CAMINAR
1.053509;-0.797140;0.069700;0.745000;1.090000;CAMINAR
1.058320;-0.922330;-0.028900;0.654000;1.130000;CAMINAR
1.063131;-1.046990;-0.058200;0.549000;1.180000;CAMINAR
1.067942;-1.118840;-0.085100;0.393000;1.190000;CAMINAR
1.072753;-1.134510;-0.110000;0.253000;1.170000;CAMINAR
1.077564;-1.172570;-0.116000;0.086200;1.180000;CAMINAR
1.082375;-1.152740;-0.179000;-0.064200;1.170000;CAMINAR
1.087186;-1.123580;-0.238000;-0.207000;1.170000;CAMINAR
1.091997;-1.100260;-0.294000;-0.321000;1.180000;CAMINAR
1.096808;-1.066990;-0.396000;-0.477000;1.230000;CAMINAR
1.101619;-1.033550;-0.490000;-0.572000;1.280000;CAMINAR
1.106430;-1.022930;-0.578000;-0.624000;1.330000;CAMINAR
1.111241;-1.028920;-0.673000;-0.663000;1.400000;CAMINAR
1.116052;-1.005240;-0.755000;-0.691000;1.430000;CAMINAR
1.120863;-0.993000;-0.847000;-0.731000;1.500000;CAMINAR
1.125674;-0.992720;-0.930000;-0.667000;1.510000;CAMINAR
1.130485;-1.081970;-1.020000;-0.565000;1.590000;CAMINAR
1.135296;-1.151380;-1.110000;-0.481000;1.670000;CAMINAR
1.140107;-1.229000;-1.170000;-0.463000;1.760000;CAMINAR
1.144918;-1.230530;-1.280000;-0.384000;1.810000;CAMINAR
1.149729;-1.254200;-1.330000;-0.312000;1.850000;CAMINAR
1.154540;-1.271700;-1.400000;-0.349000;1.920000;CAMINAR
1.159351;-1.214000;-1.450000;-0.383000;1.930000;CAMINAR
1.164162;-1.135680;-1.460000;-0.372000;1.890000;CAMINAR
1.168973;-1.102810;-1.490000;-0.409000;1.900000;CAMINAR
1.173784;-1.100280;-1.490000;-0.397000;1.890000;CAMINAR
1.178595;-1.060700;-1.500000;-0.443000;1.890000;CAMINAR
1.183406;-1.017180;-1.480000;-0.539000;1.870000;CAMINAR
1.188217;-0.974270;-1.460000;-0.657000;1.870000;CAMINAR
1.193028;-0.965190;-1.440000;-0.720000;1.870000;CAMINAR
1.197839;-0.934950;-1.440000;-0.824000;1.900000;CAMINAR
1.202650;-0.956340;-1.370000;-0.918000;1.910000;CAMINAR
1.207461;-0.931270;-1.340000;-0.987000;1.910000;CAMINAR
1.212272;-0.927870;-1.300000;-1.070000;1.930000;CAMINAR
1.217083;-0.877970;-1.290000;-1.110000;1.910000;CAMINAR
1.221894;-0.884450;-1.230000;-1.120000;1.880000;CAMINAR
1.226706;-0.866070;-1.180000;-1.100000;1.830000;CAMINAR
1.231517;-0.870840;-1.140000;-1.080000;1.790000;CAMINAR
1.236328;-0.925110;-1.110000;-0.966000;1.740000;CAMINAR
1.241139;-0.896570;-1.070000;-0.867000;1.640000;CAMINAR
1.245950;-0.945420;-0.964000;-0.737000;1.540000;CAMINAR
1.250761;-0.989510;-0.932000;-0.623000;1.500000;CAMINAR
1.255572;-1.001830;-0.863000;-0.534000;1.430000;CAMINAR
1.260383;-1.050510;-0.750000;-0.436000;1.360000;CAMINAR
1.265194;-1.075830;-0.721000;-0.393000;1.350000;CAMINAR
1.270005;-1.087440;-0.637000;-0.300000;1.300000;CAMINAR
1.274816;-1.067320;-0.557000;-0.263000;1.230000;CAMINAR
1.279627;-1.089260;-0.459000;-0.268000;1.210000;CAMINAR
1.284438;-1.056430;-0.389000;-0.241000;1.150000;CAMINAR
1.289249;-1.017520;-0.345000;-0.234000;1.100000;CAMINAR
1.294060;-1.004600;-0.247000;-0.287000;1.070000;CAMINAR
1.298871;-0.981900;-0.195000;-0.349000;1.060000;CAMINAR
1.303682;-0.934160;-0.126000;-0.424000;1.030000;CAMINAR
1.308493;-0.864160;-0.081500;-0.550000;1.030000;CAMINAR
1.313304;-0.835240;-0.024500;-0.628000;1.050000;CAMINAR
1.318115;-0.793330;-0.001950;-0.647000;1.020000;CAMINAR
1.322926;-0.690790;0.027100;-0.633000;0.937000;CAMINAR
1.327737;-0.621110;0.091100;-0.687000;0.931000;CAMINAR
1.332548;-0.535390;0.107000;-0.712000;0.898000;CAMINAR
1.337359;-0.467130;0.148000;-0.701000;0.855000;CAMINAR
1.342170;-0.405480;0.147000;-0.653000;0.783000;CAMINAR
1.346981;-0.395630;0.133000;-0.579000;0.714000;CAMINAR
1.351792;-0.368180;0.156000;-0.516000;0.653000;CAMINAR
1.356603;-0.360170;0.158000;-0.451000;0.598000;CAMINAR
1.361414;-0.363230;0.191000;-0.403000;0.575000;CAMINAR
1.366225;-0.360650;0.184000;-0.381000;0.556000;CAMINAR
1.371036;-0.348790;0.185000;-0.365000;0.537000;CAMINAR
1.375847;-0.377810;0.188000;-0.335000;0.539000;CAMINAR
1.380658;-0.353530;0.169000;-0.352000;0.527000;CAMINAR
1.385469;-0.334330;0.138000;-0.387000;0.530000;CAMINAR
1.390280;-0.364020;0.124000;-0.425000;0.573000;CAMINAR
1.395091;-0.259820;0.157000;-0.433000;0.529000;CAMINAR
1.399902;-0.198640;0.094300;-0.452000;0.503000;CAMINAR
1.404713;-0.167120;0.123000;-0.524000;0.564000;CAMINAR
1.409524;-0.086690;0.161000;-0.583000;0.611000;CAMINAR
1.414335;-0.069680;0.177000;-0.636000;0.664000;CAMINAR
1.419146;0.005810;0.174000;-0.668000;0.691000;CAMINAR
1.423957;-0.018970;0.150000;-0.672000;0.689000;CAMINAR
1.428768;-0.011500;0.143000;-0.718000;0.732000;CAMINAR
1.433579;-0.051660;0.158000;-0.763000;0.781000;CAMINAR
1.438391;-0.080870;0.135000;-0.784000;0.799000;CAMINAR
1.443202;-0.093300;0.178000;-0.757000;0.783000;CAMINAR
1.448013;-0.127960;0.177000;-0.769000;0.799000;CAMINAR
1.452824;-0.100460;0.256000;-0.733000;0.783000;CAMINAR
1.457635;-0.148140;0.232000;-0.738000;0.787000;CAMINAR
1.462446;-0.163400;0.241000;-0.702000;0.760000;CAMINAR
1.467257;-0.184360;0.227000;-0.656000;0.718000;CAMINAR
1.472068;-0.178990;0.225000;-0.676000;0.734000;CAMINAR
1.476879;-0.184180;0.281000;-0.686000;0.764000;CAMINAR
1.481690;-0.179560;0.296000;-0.676000;0.759000;CAMINAR
1.486501;-0.160400;0.294000;-0.702000;0.777000;CAMINAR
1.491312;-0.131270;0.336000;-0.693000;0.781000;CAMINAR
1.496123;-0.161150;0.353000;-0.648000;0.756000;CAMINAR
1.500934;-0.202250;0.358000;-0.624000;0.747000;CAMINAR
1.505745;-0.175940;0.388000;-0.678000;0.800000;CAMINAR
1.510556;-0.172860;0.399000;-0.611000;0.750000;CAMINAR
1.515367;-0.247810;0.411000;-0.512000;0.702000;CAMINAR
1.520178;-0.322320;0.425000;-0.466000;0.708000;CAMINAR
1.524989;-0.327850;0.443000;-0.496000;0.741000;CAMINAR
1.529800;-0.372740;0.450000;-0.539000;0.795000;CAMINAR
1.534611;-0.366820;0.486000;-0.444000;0.753000;CAMINAR
1.539422;-0.442270;0.460000;-0.373000;0.739000;CAMINAR
1.544233;-0.440570;0.455000;-0.365000;0.731000;CAMINAR
1.549044;-0.428990;0.468000;-0.373000;0.737000;CAMINAR
1.553855;-0.382620;0.509000;-0.400000;0.752000;CAMINAR
1.558666;-0.318300;0.552000;-0.434000;0.771000;CAMINAR
1.563477;-0.226180;0.557000;-0.507000;0.787000;CAMINAR
1.568288;-0.145500;0.645000;-0.504000;0.831000;CAMINAR
1.573099;-0.207630;0.581000;-0.501000;0.795000;CAMINAR
1.577910;-0.251810;0.527000;-0.476000;0.753000;CAMINAR
1.582721;-0.292600;0.583000;-0.501000;0.823000;CAMINAR
1.587532;-0.264080;0.637000;-0.497000;0.850000;CAMINAR
1.592343;-0.239250;0.728000;-0.416000;0.872000;CAMINAR
1.597154;-0.211070;0.785000;-0.354000;0.886000;CAMINAR
1.601965;-0.246330;0.784000;-0.355000;0.895000;CAMINAR
1.606776;-0.204620;0.777000;-0.366000;0.883000;CAMINAR
1.611587;-0.268790;0.756000;-0.253000;0.841000;CAMINAR
1.616398;-0.383100;0.763000;-0.179000;0.872000;CAMINAR
1.621209;-0.395520;0.778000;-0.129000;0.882000;CAMINAR
1.626020;-0.325080;0.798000;-0.112000;0.869000;CAMINAR
1.630831;-0.317470;0.798000;-0.107000;0.866000;CAMINAR
1.635642;-0.328240;0.782000;-0.085200;0.853000;CAMINAR
1.640453;-0.381190;0.746000;-0.069500;0.840000;CAMINAR
1.645265;-0.449740;0.691000;-0.058600;0.827000;CAMINAR
1.650076;-0.400770;0.671000;-0.049900;0.784000;CAMINAR
1.654887;-0.416800;0.704000;-0.035300;0.819000;CAMINAR
1.659698;-0.361930;0.704000;-0.010000;0.791000;CAMINAR
1.664509;-0.341500;0.730000;-0.059700;0.808000;CAMINAR
1.669320;-0.280770;0.722000;-0.088800;0.780000;CAMINAR
1.674131;-0.228880;0.767000;-0.176000;0.819000;CAMINAR
1.678942;-0.172720;0.740000;-0.210000;0.788000;CAMINAR
1.683753;-0.093250;0.734000;-0.272000;0.789000;CAMINAR
1.688564;-0.029570;0.723000;-0.308000;0.786000;CAMINAR
1.693375;0.033090;0.725000;-0.351000;0.806000;CAMINAR
1.698186;0.109350;0.723000;-0.407000;0.837000;CAMINAR
1.702997;0.159180;0.738000;-0.438000;0.873000;CAMINAR
1.707808;0.217640;0.761000;-0.466000;0.918000;CAMINAR
1.712619;0.206560;0.754000;-0.488000;0.921000;CAMINAR
1.717430;0.239310;0.793000;-0.513000;0.975000;CAMINAR
1.722241;0.221940;0.803000;-0.495000;0.969000;CAMINAR
1.727052;0.156020;0.809000;-0.456000;0.942000;CAMINAR
1.731863;0.085740;0.838000;-0.443000;0.952000;CAMINAR
1.736674;0.008660;0.870000;-0.417000;0.964000;CAMINAR
1.741485;-0.038490;0.892000;-0.351000;0.959000;CAMINAR
1.746296;-0.072710;0.917000;-0.242000;0.951000;CAMINAR
1.751107;-0.138480;0.913000;-0.175000;0.939000;CAMINAR
1.755918;-0.149080;0.917000;-0.122000;0.937000;CAMINAR
1.760729;-0.140750;0.885000;-0.018400;0.897000;CAMINAR
1.765540;-0.156370;0.845000;0.085900;0.864000;CAMINAR
1.770351;-0.149290;0.819000;0.187000;0.853000;CAMINAR
1.775162;-0.094840;0.820000;0.318000;0.884000;CAMINAR
1.779973;-0.091930;0.811000;0.413000;0.915000;CAMINAR
1.784784;-0.045270;0.825000;0.509000;0.971000;CAMINAR
1.789595;-0.023800;0.810000;0.628000;1.030000;CAMINAR
1.794406;-0.014150;0.794000;0.751000;1.090000;CAMINAR
1.799217;0.004300;0.780000;0.862000;1.160000;CAMINAR
1.804028;-0.010230;0.769000;0.950000;1.220000;CAMINAR
1.808839;-0.056410;0.759000;1.010000;1.270000;CAMINAR
1.813650;-0.088690;0.736000;1.040000;1.280000;CAMINAR
1.818461;-0.094110;0.725000;1.100000;1.320000;CAMINAR
1.823272;-0.123980;0.705000;1.120000;1.330000;CAMINAR
1.828083;-0.142980;0.724000;1.060000;1.290000;CAMINAR
1.832894;-0.132240;0.743000;1.000000;1.250000;CAMINAR
1.837705;-0.095550;0.744000;0.933000;1.200000;CAMINAR
1.842516;-0.106580;0.716000;0.870000;1.130000;CAMINAR
1.847328;-0.105650;0.680000;0.785000;1.040000;CAMINAR
1.852139;-0.073760;0.709000;0.706000;1.000000;CAMINAR
1.856950;-0.063300;0.676000;0.630000;0.927000;CAMINAR
1.861761;-0.063790;0.699000;0.524000;0.875000;CAMINAR
1.866572;-0.057530;0.718000;0.414000;0.831000;CAMINAR
1.871383;-0.080430;0.722000;0.333000;0.799000;CAMINAR
1.876194;-0.095640;0.773000;0.218000;0.809000;CAMINAR
1.881005;-0.092420;0.777000;0.149000;0.797000;CAMINAR
1.885816;-0.132480;0.759000;0.098400;0.777000;CAMINAR
1.890627;-0.167710;0.749000;0.036800;0.768000;CAMINAR
1.895438;-0.221670;0.722000;0.004870;0.755000;CAMINAR
1.900249;-0.231920;0.715000;0.004730;0.752000;CAMINAR
1.905060;-0.223260;0.668000;0.043300;0.705000;CAMINAR
1.909871;-0.231090;0.637000;0.141000;0.692000;CAMINAR
1.914682;-0.193160;0.557000;0.250000;0.640000;CAMINAR
1.919493;-0.104910;0.493000;0.357000;0.618000;CAMINAR
1.924304;-0.065390;0.361000;0.490000;0.612000;CAMINAR
1.929115;-0.032670;0.285000;0.638000;0.700000;CAMINAR
1.933926;-0.017470;0.160000;0.817000;0.832000;CAMINAR
1.938737;-0.006510;-0.002130;1.010000;1.010000;CAMINAR
1.943548;-0.002170;-0.123000;1.250000;1.260000;CAMINAR
1.948359;-0.005890;-0.237000;1.510000;1.530000;CAMINAR
1.953170;-0.007610;-0.302000;1.750000;1.780000;CAMINAR
1.957981;-0.016400;-0.411000;1.930000;1.970000;CAMINAR
1.962792;-0.102730;-0.506000;2.100000;2.160000;CAMINAR
1.967603;-0.160010;-0.633000;2.230000;2.330000;CAMINAR
1.972414;-0.228640;-0.770000;2.270000;2.410000;CAMINAR
1.977225;-0.240330;-0.894000;2.240000;2.430000;CAMINAR
1.982036;-0.275740;-1.040000;2.200000;2.450000;CAMINAR
1.986847;-0.241850;-1.110000;2.140000;2.420000;CAMINAR
1.991658;-0.211680;-1.150000;2.060000;2.370000;CAMINAR
1.996469;-0.146940;-1.200000;1.940000;2.280000;CAMINAR
2.001280;-0.061860;-1.230000;1.800000;2.180000;CAMINAR
2.006091;0.028240;-1.320000;1.560000;2.040000;CAMINAR
2.010902;0.090400;-1.380000;1.320000;1.910000;CAMINAR
2.015713;0.131280;-1.460000;1.040000;1.800000;CAMINAR
2.020524;0.205150;-1.520000;0.769000;1.720000;CAMINAR
2.025335;0.264860;-1.550000;0.491000;1.650000;CAMINAR
2.030146;0.374480;-1.600000;0.262000;1.660000;CAMINAR
2.034957;0.474790;-1.600000;0.032600;1.670000;CAMINAR
2.039768;0.534240;-1.610000;-0.206000;1.710000;CAMINAR
2.044579;0.645210;-1.650000;-0.416000;1.820000;CAMINAR
2.049391;0.675330;-1.620000;-0.641000;1.860000;CAMINAR
2.054202;0.700280;-1.650000;-0.860000;1.980000;CAMINAR
2.059013;0.749990;-1.700000;-1.020000;2.120000;CAMINAR
2.063824;0.675230;-1.730000;-1.220000;2.220000;CAMINAR
2.068635;0.625700;-1.720000;-1.320000;2.250000;CAMINAR
