Time (s);Linear Acceleration x (m/s^2);Linear Acceleration y (m/s^2);Linear Acceleration z (m/s^2);Absolute acceleration (m/s^2);tipo
45.560388;0.140440;-0.405000;-1.320000;1.390000;CAMINAR
45.565199;0.083370;-0.379000;-1.280000;1.340000;CAMINAR
45.570010;0.006370;-0.351000;-1.300000;1.340000;CAMINAR
45.574820;-0.020230;-0.310000;-1.260000;1.300000;CAMINAR
45.579631;-0.012020;-0.303000;-1.260000;1.300000;CAMINAR
45.584442;0.047970;-0.259000;-1.290000;1.320000;CAMINAR
45.589253;0.114490;-0.248000;-1.320000;1.350000;CAMINAR
45.594064;0.194800;-0.245000;-1.350000;1.390000;CAMINAR
45.598874;0.265450;-0.237000;-1.390000;1.440000;CAMINAR
45.603685;0.304010;-0.217000;-1.390000;1.440000;CAMINAR
45.608496;0.393080;-0.208000;-1.430000;1.490000;CAMINAR
45.613307;0.397660;-0.220000;-1.420000;1.490000;CAMINAR
45.618117;0.420700;-0.222000;-1.410000;1.490000;CAMINAR
45.622928;0.457210;-0.215000;-1.420000;1.510000;CAMINAR
45.627739;0.497750;-0.199000;-1.450000;1.540000;CAMINAR
45.632550;0.514640;-0.170000;-1.460000;1.550000;CAMINAR
45.637361;0.477990;-0.190000;-1.490000;1.570000;CAMINAR
45.642171;0.477510;-0.151000;-1.570000;1.640000;CAMINAR
45.646982;0.466550;-0.160000;-1.630000;1.710000;CAMINAR
45.651793;0.467740;-0.096500;-1.730000;1.790000;CAMINAR
45.656604;0.415430;-0.063100;-1.820000;1.870000;CAMINAR
45.661415;0.344150;-0.032900;-1.840000;1.870000;CAMINAR
45.666225;0.310120;-0.038000;-1.850000;1.870000;CAMINAR
45.671036;0.297770;-0.006480;-1.860000;1.890000;CAMINAR
45.675847;0.282170;0.072200;-1.830000;1.850000;CAMINAR
45.680658;0.249190;0.133000;-1.780000;1.800000;CAMINAR
45.685468;0.218180;0.191000;-1.690000;1.720000;CAMINAR
45.690279;0.168690;0.208000;-1.580000;1.600000;CAMINAR
45.695090;0.106560;0.251000;-1.430000;1.450000;CAMINAR
45.699901;0.102000;0.267000;-1.250000;1.290000;CAMINAR
45.704712;0.046190;0.284000;-1.070000;1.100000;CAMINAR
45.709522;0.042030;0.318000;-0.864000;0.922000;CAMINAR
45.714333;0.025930;0.306000;-0.650000;0.719000;CAMINAR
45.719144;0.038130;0.356000;-0.453000;0.577000;CAMINAR
45.723955;0.007900;0.391000;-0.265000;0.472000;CAMINAR
45.728766;-0.023030;0.380000;-0.075600;0.388000;CAMINAR
45.733576;-0.004120;0.400000;0.101000;0.412000;CAMINAR
45.738387;-0.006970;0.402000;0.343000;0.528000;CAMINAR
45.743198;0.010180;0.417000;0.553000;0.693000;CAMINAR
45.748009;0.047510;0.474000;0.751000;0.889000;CAMINAR
45.752819;0.073950;0.507000;0.849000;0.991000;CAMINAR
45.757630;0.103370;0.508000;0.887000;1.030000;CAMINAR
45.762441;0.095150;0.507000;0.890000;1.030000;CAMINAR
45.767252;0.094960;0.497000;0.868000;1.000000;CAMINAR
45.772063;0.081440;0.510000;0.848000;0.992000;CAMINAR
45.776873;0.171830;0.491000;0.837000;0.986000;CAMINAR
45.781684;0.190450;0.521000;0.799000;0.973000;CAMINAR
45.786495;0.194880;0.496000;0.766000;0.933000;CAMINAR
45.791306;0.192490;0.476000;0.738000;0.899000;CAMINAR
45.796117;0.220280;0.439000;0.789000;0.929000;CAMINAR
45.800927;0.260180;0.435000;0.837000;0.979000;CAMINAR
45.805738;0.301580;0.414000;0.885000;1.020000;CAMINAR
45.810549;0.313480;0.371000;1.000000;1.110000;CAMINAR
45.815360;0.306700;0.335000;1.140000;1.220000;CAMINAR
45.820171;0.342130;0.315000;1.280000;1.370000;CAMINAR
45.824981;0.416150;0.344000;1.410000;1.510000;CAMINAR
45.829792;0.440530;0.338000;1.530000;1.630000;CAMINAR
45.834603;0.452680;0.321000;1.650000;1.740000;CAMINAR
45.839414;0.437170;0.338000;1.770000;1.860000;CAMINAR
45.844224;0.393950;0.333000;1.840000;1.910000;CAMINAR
45.849035;0.323050;0.410000;1.870000;1.940000;CAMINAR
45.853846;0.246180;0.425000;1.820000;1.890000;CAMINAR
45.858657;0.147910;0.468000;1.740000;1.810000;CAMINAR
45.863468;0.005880;0.507000;1.590000;1.670000;CAMINAR
45.868278;-0.159800;0.480000;1.410000;1.500000;CAMINAR
45.873089;-0.307290;0.454000;1.260000;1.380000;CAMINAR
45.877900;-0.501720;0.441000;1.110000;1.290000;CAMINAR
45.882711;-0.669440;0.488000;1.020000;1.320000;CAMINAR
45.887522;-0.825130;0.511000;0.931000;1.340000;CAMINAR
45.892332;-1.030040;0.577000;0.843000;1.450000;CAMINAR
45.897143;-1.234150;0.617000;0.844000;1.620000;CAMINAR
45.901954;-1.414820;0.645000;0.888000;1.790000;CAMINAR
45.906765;-1.626890;0.623000;0.999000;2.010000;CAMINAR
45.911575;-1.726890;0.594000;1.070000;2.120000;CAMINAR
45.916386;-1.808130;0.537000;1.170000;2.220000;CAMINAR
45.921197;-1.829010;0.453000;1.260000;2.270000;CAMINAR
45.926008;-1.814970;0.344000;1.410000;2.320000;CAMINAR
45.930819;-1.766740;0.242000;1.560000;2.370000;CAMINAR
45.935629;-1.676210;0.111000;1.630000;2.340000;CAMINAR
45.940440;-1.481590;-0.060000;1.860000;2.380000;CAMINAR
45.945251;-1.191340;-0.222000;2.170000;2.480000;CAMINAR
45.950062;-0.848740;-0.326000;2.440000;2.610000;CAMINAR
45.954873;-0.502750;-0.415000;2.670000;2.750000;CAMINAR
45.959683;-0.087430;-0.459000;2.870000;2.910000;CAMINAR
45.964494;0.314770;-0.554000;3.000000;3.070000;CAMINAR
45.969305;0.666970;-0.595000;2.960000;3.090000;CAMINAR
45.974116;0.989210;-0.688000;2.810000;3.060000;CAMINAR
45.978926;1.261270;-0.755000;2.610000;2.990000;CAMINAR
45.983737;1.436890;-0.762000;2.350000;2.860000;CAMINAR
45.988548;1.518690;-0.732000;2.040000;2.650000;CAMINAR
45.993359;1.478990;-0.669000;1.650000;2.320000;CAMINAR
45.998170;1.426020;-0.657000;1.220000;1.990000;CAMINAR
46.002980;1.294080;-0.650000;0.782000;1.650000;CAMINAR
46.007791;1.102270;-0.662000;0.313000;1.320000;CAMINAR
46.012602;0.842070;-0.668000;-0.171000;1.090000;CAMINAR
46.017413;0.527680;-0.650000;-0.654000;1.060000;CAMINAR
46.022224;0.225610;-0.630000;-1.060000;1.250000;CAMINAR
46.027034;-0.119900;-0.630000;-1.410000;1.550000;CAMINAR
46.031845;-0.454610;-0.606000;-1.640000;1.810000;CAMINAR
46.036656;-0.735050;-0.642000;-1.730000;1.990000;CAMINAR
46.041467;-0.965640;-0.673000;-1.690000;2.060000;CAMINAR
46.046278;-1.164880;-0.698000;-1.520000;2.040000;CAMINAR
46.051088;-1.293730;-0.691000;-1.320000;1.980000;CAMINAR
46.055899;-1.344090;-0.729000;-1.080000;1.870000;CAMINAR
46.060710;-1.380770;-0.772000;-0.779000;1.760000;CAMINAR
46.065521;-1.355810;-0.850000;-0.497000;1.680000;CAMINAR
46.070331;-1.273760;-0.888000;-0.235000;1.570000;CAMINAR
46.075142;-1.185960;-0.946000;0.040600;1.520000;CAMINAR
46.079953;-1.073090;-0.943000;0.275000;1.450000;CAMINAR
46.084764;-0.902660;-0.966000;0.444000;1.390000;CAMINAR
46.089575;-0.705510;-0.938000;0.542000;1.290000;CAMINAR
46.094385;-0.525840;-0.957000;0.541000;1.220000;CAMINAR
46.099196;-0.356290;-0.906000;0.486000;1.090000;CAMINAR
46.104007;-0.189800;-0.900000;0.376000;0.994000;CAMINAR
46.108818;-0.026350;-0.839000;0.216000;0.867000;CAMINAR
46.113628;0.097170;-0.778000;-0.003470;0.784000;CAMINAR
46.118439;0.211960;-0.717000;-0.256000;0.790000;CAMINAR
46.123250;0.258450;-0.659000;-0.546000;0.894000;CAMINAR
46.128061;0.274040;-0.579000;-0.857000;1.070000;CAMINAR
46.132872;0.288850;-0.509000;-1.220000;1.350000;CAMINAR
46.137682;0.291240;-0.423000;-1.470000;1.550000;CAMINAR
46.142493;0.295670;-0.374000;-1.730000;1.790000;CAMINAR
46.147304;0.284160;-0.326000;-1.930000;1.980000;CAMINAR
46.152115;0.276870;-0.263000;-2.110000;2.140000;CAMINAR
46.156926;0.246200;-0.208000;-2.220000;2.240000;CAMINAR
46.161736;0.233810;-0.166000;-2.280000;2.300000;CAMINAR
46.166547;0.150010;-0.136000;-2.280000;2.290000;CAMINAR
46.171358;0.063020;-0.056600;-2.210000;2.210000;CAMINAR
46.176169;-0.012880;-0.089300;-2.100000;2.100000;CAMINAR
46.180980;-0.058870;-0.065600;-1.960000;1.960000;CAMINAR
46.185790;-0.070390;-0.071600;-1.830000;1.840000;CAMINAR
46.190601;0.002380;-0.053800;-1.730000;1.730000;CAMINAR
46.195412;0.076970;-0.093500;-1.700000;1.700000;CAMINAR
46.200223;0.185840;-0.083100;-1.640000;1.650000;CAMINAR
46.205033;0.276380;-0.104000;-1.600000;1.630000;CAMINAR
46.209844;0.346480;-0.108000;-1.620000;1.660000;CAMINAR
46.214655;0.431000;-0.119000;-1.580000;1.640000;CAMINAR
46.219466;0.495430;-0.118000;-1.620000;1.700000;CAMINAR
46.224277;0.529040;-0.137000;-1.620000;1.710000;CAMINAR
46.229087;0.523410;-0.127000;-1.610000;1.690000;CAMINAR
46.233898;0.527370;-0.110000;-1.610000;1.700000;CAMINAR
46.238709;0.514540;-0.073200;-1.600000;1.680000;CAMINAR
46.243520;0.497800;-0.104000;-1.570000;1.650000;CAMINAR
46.248331;0.468780;-0.075600;-1.540000;1.610000;CAMINAR
46.253141;0.474080;-0.078500;-1.530000;1.600000;CAMINAR
46.257952;0.450340;-0.104000;-1.490000;1.560000;CAMINAR
46.262763;0.443030;-0.081700;-1.460000;1.520000;CAMINAR
46.267574;0.455710;-0.076200;-1.420000;1.500000;CAMINAR
46.272384;0.467040;-0.056400;-1.370000;1.450000;CAMINAR
46.277195;0.478250;-0.065300;-1.330000;1.420000;CAMINAR
46.282006;0.518020;-0.054100;-1.300000;1.400000;CAMINAR
46.286817;0.447890;-0.049000;-1.300000;1.380000;CAMINAR
46.291628;0.403010;-0.033200;-1.270000;1.330000;CAMINAR
46.296438;0.349880;-0.025900;-1.260000;1.310000;CAMINAR
46.301249;0.347170;0.002750;-1.230000;1.280000;CAMINAR
46.306060;0.314840;0.017100;-1.230000;1.270000;CAMINAR
46.310871;0.306780;0.064800;-1.240000;1.280000;CAMINAR
46.315682;0.282440;0.054100;-1.250000;1.290000;CAMINAR
46.320492;0.260980;0.072300;-1.220000;1.250000;CAMINAR
46.325303;0.259100;0.123000;-1.210000;1.240000;CAMINAR
46.330114;0.224120;0.161000;-1.200000;1.230000;CAMINAR
46.334925;0.149860;0.174000;-1.120000;1.140000;CAMINAR
46.339735;0.122370;0.242000;-1.060000;1.090000;CAMINAR
46.344546;0.053330;0.252000;-0.943000;0.978000;CAMINAR
46.349357;-0.000110;0.264000;-0.802000;0.844000;CAMINAR
46.354168;-0.023860;0.307000;-0.659000;0.727000;CAMINAR
46.358979;-0.013180;0.376000;-0.539000;0.658000;CAMINAR
46.363789;0.036800;0.429000;-0.448000;0.621000;CAMINAR
46.368600;0.111670;0.491000;-0.378000;0.630000;CAMINAR
46.373411;0.163540;0.533000;-0.339000;0.653000;CAMINAR
46.378222;0.240130;0.615000;-0.311000;0.729000;CAMINAR
46.383033;0.237450;0.692000;-0.294000;0.788000;CAMINAR
46.387843;0.216830;0.770000;-0.245000;0.837000;CAMINAR
46.392654;0.094910;0.869000;-0.225000;0.903000;CAMINAR
46.397465;0.005780;0.953000;-0.174000;0.968000;CAMINAR
46.402276;-0.070680;1.050000;-0.134000;1.060000;CAMINAR
46.407086;-0.140060;1.160000;-0.094300;1.170000;CAMINAR
46.411897;-0.202140;1.330000;-0.068800;1.340000;CAMINAR
46.416708;-0.287770;1.430000;-0.037400;1.460000;CAMINAR
46.421519;-0.357370;1.470000;0.009500;1.510000;CAMINAR
46.426330;-0.433800;1.550000;0.146000;1.620000;CAMINAR
46.431140;-0.579380;1.630000;0.318000;1.760000;CAMINAR
46.435951;-0.678560;1.680000;0.505000;1.880000;CAMINAR
46.440762;-0.755780;1.660000;0.753000;1.970000;CAMINAR
46.445573;-0.831900;1.700000;1.020000;2.150000;CAMINAR
46.450384;-0.895490;1.660000;1.220000;2.250000;CAMINAR
46.455194;-0.953840;1.700000;1.430000;2.420000;CAMINAR
46.460005;-0.999820;1.680000;1.640000;2.550000;CAMINAR
46.464816;-1.071530;1.650000;1.770000;2.640000;CAMINAR
46.469627;-1.085370;1.600000;1.940000;2.730000;CAMINAR
46.474437;-1.138210;1.570000;2.060000;2.830000;CAMINAR
46.479248;-1.055800;1.520000;2.260000;2.920000;CAMINAR
46.484059;-0.915060;1.480000;2.430000;2.990000;CAMINAR
46.488870;-0.773780;1.450000;2.580000;3.060000;CAMINAR
46.493681;-0.605680;1.430000;2.670000;3.090000;CAMINAR
46.498491;-0.442650;1.440000;2.700000;3.090000;CAMINAR
46.503302;-0.290280;1.390000;2.680000;3.040000;CAMINAR
46.508113;-0.176740;1.290000;2.590000;2.900000;CAMINAR
46.512924;-0.077680;1.300000;2.500000;2.820000;CAMINAR
46.517735;0.065840;1.270000;2.440000;2.750000;CAMINAR
46.522545;0.151160;1.250000;2.350000;2.670000;CAMINAR
46.527356;0.263550;1.230000;2.290000;2.620000;CAMINAR
46.532167;0.399820;1.230000;2.260000;2.600000;CAMINAR
46.536978;0.442190;1.190000;2.250000;2.580000;CAMINAR
46.541788;0.402200;1.150000;2.240000;2.550000;CAMINAR
46.546599;0.288740;1.020000;2.340000;2.570000;CAMINAR
46.551410;0.133130;0.911000;2.490000;2.650000;CAMINAR
46.556221;-0.030200;0.735000;2.740000;2.840000;CAMINAR
46.561032;-0.215340;0.571000;3.040000;3.100000;CAMINAR
46.565842;-0.442280;0.381000;3.390000;3.440000;CAMINAR
46.570653;-0.631910;0.203000;3.760000;3.820000;CAMINAR
46.575464;-0.657530;-0.011600;4.130000;4.180000;CAMINAR
46.580275;-0.684220;-0.219000;4.440000;4.500000;CAMINAR
46.585086;-0.607910;-0.419000;4.620000;4.680000;CAMINAR
46.589896;-0.437790;-0.642000;4.730000;4.800000;CAMINAR
46.594707;-0.266830;-0.919000;4.890000;4.980000;CAMINAR
46.599518;-0.038650;-1.110000;5.020000;5.150000;CAMINAR
46.604329;0.252870;-1.260000;5.030000;5.190000;CAMINAR
46.609139;0.495340;-1.400000;4.810000;5.030000;CAMINAR
46.613950;0.662520;-1.510000;4.360000;4.660000;CAMINAR
46.618761;0.771920;-1.580000;3.600000;4.000000;CAMINAR
46.623572;0.837180;-1.670000;2.760000;3.330000;CAMINAR
46.628383;0.877690;-1.730000;1.920000;2.730000;CAMINAR
46.633193;0.894550;-1.770000;1.120000;2.280000;CAMINAR
46.638004;0.785730;-1.810000;0.395000;2.010000;CAMINAR
46.642815;0.717350;-1.850000;-0.298000;2.000000;CAMINAR
46.647626;0.610210;-1.830000;-0.989000;2.160000;CAMINAR
46.652437;0.619480;-1.750000;-1.700000;2.510000;CAMINAR
46.657247;0.619060;-1.700000;-2.330000;2.960000;CAMINAR
46.662058;0.603550;-1.620000;-2.900000;3.380000;CAMINAR
46.666869;0.589930;-1.570000;-3.310000;3.710000;CAMINAR
46.671680;0.530280;-1.550000;-3.590000;3.950000;CAMINAR
46.676490;0.440890;-1.500000;-3.720000;4.040000;CAMINAR
46.681301;0.362810;-1.450000;-3.730000;4.020000;CAMINAR
46.686112;0.291590;-1.410000;-3.640000;3.920000;CAMINAR
46.690923;0.189300;-1.420000;-3.430000;3.710000;CAMINAR
46.695734;0.083690;-1.380000;-3.140000;3.430000;CAMINAR
46.700544;-0.010600;-1.390000;-2.750000;3.080000;CAMINAR
46.705355;-0.082260;-1.380000;-2.380000;2.760000;CAMINAR
46.710166;-0.061240;-1.370000;-2.030000;2.450000;CAMINAR
46.714977;0.012950;-1.340000;-1.730000;2.190000;CAMINAR
46.719788;0.035390;-1.340000;-1.420000;1.950000;CAMINAR
46.724598;0.010030;-1.360000;-1.190000;1.800000;CAMINAR
46.729409;0.004100;-1.340000;-0.970000;1.660000;CAMINAR
46.734220;0.054760;-1.320000;-0.713000;1.500000;CAMINAR
46.739031;0.117630;-1.290000;-0.471000;1.380000;CAMINAR
46.743841;0.223620;-1.260000;-0.258000;1.310000;CAMINAR
46.748652;0.316210;-1.300000;-0.099500;1.340000;CAMINAR
46.753463;0.422740;-1.300000;0.073300;1.370000;CAMINAR
46.758274;0.570540;-1.280000;0.230000;1.420000;CAMINAR
46.763085;0.676770;-1.270000;0.329000;1.480000;CAMINAR
46.767895;0.801900;-1.240000;0.367000;1.520000;CAMINAR
46.772706;0.897750;-1.200000;0.439000;1.560000;CAMINAR
46.777517;1.002810;-1.220000;0.585000;1.680000;CAMINAR
46.782328;1.082740;-1.230000;0.735000;1.800000;CAMINAR
46.787139;1.193830;-1.190000;0.902000;1.910000;CAMINAR
46.791949;1.184010;-1.130000;0.954000;1.900000;CAMINAR
46.796760;1.171570;-1.090000;0.956000;1.860000;CAMINAR
46.801571;1.198880;-1.090000;0.976000;1.890000;CAMINAR
46.806382;1.236650;-1.050000;0.944000;1.880000;CAMINAR
46.811192;1.274720;-0.985000;0.855000;1.820000;CAMINAR
46.816003;1.254640;-0.863000;0.674000;1.670000;CAMINAR
46.820814;1.143080;-0.779000;0.437000;1.450000;CAMINAR
46.825625;1.059810;-0.716000;0.167000;1.290000;CAMINAR
46.830436;0.906860;-0.644000;-0.160000;1.120000;CAMINAR
46.835246;0.808240;-0.569000;-0.484000;1.100000;CAMINAR
46.840057;0.713360;-0.501000;-0.799000;1.180000;CAMINAR
46.844868;0.588560;-0.464000;-1.090000;1.320000;CAMINAR
46.849679;0.426680;-0.412000;-1.350000;1.480000;CAMINAR
46.854490;0.249520;-0.331000;-1.570000;1.620000;CAMINAR
46.859300;0.096590;-0.298000;-1.710000;1.740000;CAMINAR
46.864111;0.006100;-0.216000;-1.860000;1.870000;CAMINAR
46.868922;-0.106890;-0.179000;-1.910000;1.930000;CAMINAR
46.873733;-0.215020;-0.160000;-1.920000;1.940000;CAMINAR
46.878543;-0.289640;-0.149000;-1.920000;1.940000;CAMINAR
46.883354;-0.312880;-0.152000;-1.910000;1.940000;CAMINAR
46.888165;-0.276190;-0.130000;-1.880000;1.910000;CAMINAR
46.892976;-0.238210;-0.134000;-1.840000;1.860000;CAMINAR
46.897787;-0.194140;-0.131000;-1.840000;1.850000;CAMINAR
46.902597;-0.135920;-0.174000;-1.800000;1.810000;CAMINAR
46.907408;-0.044460;-0.194000;-1.810000;1.820000;CAMINAR
46.912219;0.053950;-0.183000;-1.810000;1.820000;CAMINAR
46.917030;0.149640;-0.184000;-1.850000;1.860000;CAMINAR
46.921841;0.229650;-0.188000;-1.820000;1.840000;CAMINAR
46.926651;0.270050;-0.210000;-1.830000;1.860000;CAMINAR
46.931462;0.304650;-0.220000;-1.830000;1.870000;CAMINAR
46.936273;0.288160;-0.202000;-1.830000;1.860000;CAMINAR
46.941084;0.244850;-0.218000;-1.770000;1.800000;CAMINAR
46.945894;0.140050;-0.234000;-1.730000;1.750000;CAMINAR
46.950705;0.065790;-0.231000;-1.720000;1.740000;CAMINAR
46.955516;0.041130;-0.206000;-1.670000;1.690000;CAMINAR
46.960327;0.088500;-0.189000;-1.630000;1.640000;CAMINAR
46.965138;0.164820;-0.176000;-1.600000;1.620000;CAMINAR
46.969948;0.200570;-0.164000;-1.560000;1.580000;CAMINAR
46.974759;0.214020;-0.121000;-1.590000;1.610000;CAMINAR
46.979570;0.179670;-0.113000;-1.650000;1.660000;CAMINAR
46.984381;0.185020;-0.108000;-1.620000;1.630000;CAMINAR
46.989192;0.164610;-0.089700;-1.500000;1.510000;CAMINAR
46.994002;0.167230;-0.091800;-1.350000;1.370000;CAMINAR
46.998813;0.123600;-0.021200;-1.140000;1.150000;CAMINAR
47.003624;0.102880;0.033400;-0.948000;0.955000;CAMINAR
47.008435;0.019990;0.055100;-0.776000;0.779000;CAMINAR
47.013245;-0.136990;0.074800;-0.607000;0.627000;CAMINAR
47.018056;-0.286710;0.055400;-0.471000;0.554000;CAMINAR
47.022867;-0.369380;0.086600;-0.327000;0.501000;CAMINAR
47.027678;-0.392160;0.138000;-0.214000;0.468000;CAMINAR
47.032489;-0.417450;0.188000;-0.111000;0.471000;CAMINAR
47.037299;-0.413430;0.251000;-0.114000;0.497000;CAMINAR
47.042110;-0.386230;0.309000;-0.135000;0.513000;CAMINAR
47.046921;-0.360100;0.370000;-0.175000;0.545000;CAMINAR
47.051732;-0.367300;0.374000;-0.244000;0.578000;CAMINAR
47.056543;-0.352900;0.440000;-0.321000;0.649000;CAMINAR
47.061353;-0.377630;0.475000;-0.314000;0.683000;CAMINAR
47.066164;-0.351530;0.483000;-0.206000;0.632000;CAMINAR
47.070975;-0.336310;0.514000;-0.006550;0.615000;CAMINAR
47.075786;-0.339900;0.503000;0.215000;0.644000;CAMINAR
47.080596;-0.326150;0.489000;0.472000;0.754000;CAMINAR
47.085407;-0.242280;0.445000;0.756000;0.910000;CAMINAR
47.090218;-0.133510;0.386000;1.020000;1.100000;CAMINAR
47.095029;-0.013720;0.387000;1.240000;1.300000;CAMINAR
47.099840;0.136640;0.353000;1.370000;1.430000;CAMINAR
47.104650;0.275050;0.273000;1.510000;1.560000;CAMINAR
47.109461;0.401890;0.243000;1.620000;1.690000;CAMINAR
47.114272;0.519910;0.203000;1.720000;1.810000;CAMINAR
47.119083;0.662800;0.170000;1.840000;1.960000;CAMINAR
47.123894;0.760100;0.178000;2.020000;2.160000;CAMINAR
47.128704;0.813210;0.156000;2.150000;2.300000;CAMINAR
47.133515;0.809390;0.138000;2.320000;2.460000;CAMINAR
47.138326;0.818200;0.140000;2.420000;2.560000;CAMINAR
47.143137;0.814690;0.131000;2.540000;2.670000;CAMINAR
47.147947;0.816780;0.157000;2.610000;2.730000;CAMINAR
47.152758;0.746780;0.206000;2.650000;2.760000;CAMINAR
47.157569;0.645560;0.238000;2.590000;2.680000;CAMINAR
47.162380;0.474740;0.267000;2.530000;2.590000;CAMINAR
47.167191;0.267520;0.322000;2.390000;2.420000;CAMINAR
47.172001;0.072300;0.373000;2.140000;2.170000;CAMINAR
47.176812;-0.152380;0.421000;1.870000;1.920000;CAMINAR
47.181623;-0.419250;0.432000;1.600000;1.710000;CAMINAR
47.186434;-0.631110;0.464000;1.350000;1.560000;CAMINAR
47.191244;-0.842580;0.544000;1.210000;1.570000;CAMINAR
47.196055;-0.982610;0.610000;1.090000;1.590000;CAMINAR
47.200866;-1.073210;0.668000;1.100000;1.670000;CAMINAR
47.205677;-1.178990;0.778000;1.130000;1.810000;CAMINAR
47.210488;-1.248320;0.814000;1.260000;1.950000;CAMINAR
47.215298;-1.324900;0.812000;1.440000;2.120000;CAMINAR
47.220109;-1.343550;0.792000;1.670000;2.280000;CAMINAR
47.224920;-1.321920;0.700000;1.950000;2.460000;CAMINAR
47.229731;-1.313810;0.616000;2.170000;2.610000;CAMINAR
47.234542;-1.266740;0.540000;2.370000;2.740000;CAMINAR
47.239352;-1.157980;0.407000;2.590000;2.870000;CAMINAR
47.244163;-1.036720;0.251000;2.830000;3.030000;CAMINAR
47.248974;-0.844780;0.157000;3.040000;3.160000;CAMINAR
47.253785;-0.700950;0.043100;3.230000;3.310000;CAMINAR
47.258596;-0.540980;-0.101000;3.370000;3.420000;CAMINAR
47.263406;-0.359300;-0.226000;3.480000;3.500000;CAMINAR
47.268217;-0.153730;-0.346000;3.500000;3.520000;CAMINAR
47.273028;0.032470;-0.441000;3.410000;3.440000;CAMINAR
47.277839;0.216270;-0.494000;3.310000;3.350000;CAMINAR
47.282649;0.352550;-0.515000;3.050000;3.110000;CAMINAR
47.287460;0.473180;-0.578000;2.700000;2.800000;CAMINAR
47.292271;0.492800;-0.589000;2.260000;2.390000;CAMINAR
47.297082;0.451890;-0.640000;1.860000;2.020000;CAMINAR
47.301893;0.347470;-0.638000;1.400000;1.570000;CAMINAR
47.306703;0.184860;-0.651000;0.952000;1.170000;CAMINAR
47.311514;-0.075100;-0.750000;0.508000;0.909000;CAMINAR
47.316325;-0.294750;-0.816000;0.132000;0.878000;CAMINAR
47.321136;-0.508760;-0.908000;-0.246000;1.070000;CAMINAR
47.325947;-0.708860;-1.000000;-0.575000;1.360000;CAMINAR
47.330757;-0.929820;-1.090000;-0.862000;1.680000;CAMINAR
47.335568;-1.079930;-1.130000;-1.080000;1.900000;CAMINAR
47.340379;-1.158470;-1.200000;-1.240000;2.080000;CAMINAR
47.345190;-1.238820;-1.240000;-1.310000;2.190000;CAMINAR
47.350000;-1.233270;-1.300000;-1.300000;2.210000;CAMINAR
47.354811;-1.239080;-1.380000;-1.220000;2.220000;CAMINAR
47.359622;-1.186370;-1.410000;-1.060000;2.120000;CAMINAR
47.364433;-1.187970;-1.480000;-0.882000;2.100000;CAMINAR
47.369244;-1.130520;-1.580000;-0.711000;2.070000;CAMINAR
47.374054;-1.087090;-1.590000;-0.558000;2.000000;CAMINAR
47.378865;-1.009650;-1.610000;-0.443000;1.950000;CAMINAR
47.383676;-0.913430;-1.630000;-0.329000;1.900000;CAMINAR
47.388487;-0.819400;-1.640000;-0.273000;1.850000;CAMINAR
47.393297;-0.666270;-1.590000;-0.219000;1.730000;CAMINAR
47.398108;-0.540970;-1.580000;-0.197000;1.680000;CAMINAR
47.402919;-0.390570;-1.490000;-0.229000;1.560000;CAMINAR
47.407730;-0.288730;-1.400000;-0.357000;1.470000;CAMINAR
47.412541;-0.182460;-1.330000;-0.517000;1.440000;CAMINAR
47.417351;-0.081100;-1.230000;-0.742000;1.440000;CAMINAR
47.422162;-0.014360;-1.110000;-0.976000;1.480000;CAMINAR
47.426973;0.036000;-1.000000;-1.240000;1.590000;CAMINAR
47.431784;0.054230;-0.934000;-1.460000;1.730000;CAMINAR
47.436595;0.028280;-0.848000;-1.670000;1.880000;CAMINAR
47.441405;0.010430;-0.752000;-1.810000;1.960000;CAMINAR
47.446216;-0.010380;-0.710000;-1.930000;2.060000;CAMINAR
47.451027;-0.113040;-0.626000;-2.010000;2.110000;CAMINAR
47.455838;-0.207780;-0.611000;-2.040000;2.140000;CAMINAR
47.460648;-0.245610;-0.547000;-2.040000;2.130000;CAMINAR
47.465459;-0.254360;-0.445000;-2.020000;2.080000;CAMINAR
47.470270;-0.254680;-0.417000;-2.010000;2.060000;CAMINAR
47.475081;-0.189520;-0.370000;-1.960000;2.000000;CAMINAR
47.479892;-0.137920;-0.384000;-1.940000;1.980000;CAMINAR
47.484702;-0.065340;-0.329000;-1.920000;1.950000;CAMINAR
47.489513;-0.008980;-0.315000;-1.920000;1.950000;CAMINAR
47.494324;0.059970;-0.254000;-1.900000;1.920000;CAMINAR
47.499135;0.090240;-0.236000;-1.840000;1.860000;CAMINAR
47.503946;0.078350;-0.236000;-1.810000;1.820000;CAMINAR
47.508756;0.055540;-0.213000;-1.740000;1.750000;CAMINAR
47.513567;0.063850;-0.182000;-1.710000;1.720000;CAMINAR
47.518378;0.044730;-0.162000;-1.650000;1.660000;CAMINAR
47.523189;0.058170;-0.182000;-1.590000;1.600000;CAMINAR
47.527999;0.022760;-0.178000;-1.530000;1.540000;CAMINAR
47.532810;-0.017300;-0.172000;-1.450000;1.460000;CAMINAR
47.537621;-0.045300;-0.185000;-1.420000;1.430000;CAMINAR
47.542432;-0.054440;-0.165000;-1.400000;1.410000;CAMINAR
47.547243;0.004230;-0.187000;-1.380000;1.400000;CAMINAR
